skel,smi,chembl,pAct_exact,pAct_any,pred
CDRNAUYQMWZXOE,O=S(=O)(c1ccc(-c2ccccc2)cc1)N1CCN(c2nc(N3CCOCC3)ncc2Br)CC1,CHEMBL3907528,6.494850021680094,6.494850021680094,0.003935297
ROQCTOMAERRHLK,OCc1cc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2s1,CHEMBL1257310,,,0.63262
KDEGUYUJEUYQJV,Nc1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,CHEMBL1257191,,,0.9822665
FFHGFIPSLLZCLF,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccccc5)n4)c3)cc(C(F)(F)F)c2)cn1,,6.476253533188435,6.476253533188435,0.9988524
IYYNPUHFNMCJEM,CNC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,CHEMBL1257538,,,0.86143786
RHDUQQAIJZXKOT,NC(=O)Cn1ncc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc21,CHEMBL1258244,,,0.9365925
VRLVMMQZIBLEME,CC(C)Cn1cc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cn1,CHEMBL1257658,,,0.9999192
CRNIURWEBLRATC,O=C(Nc1ccc(Oc2ncnc3[nH]ccc23)cc1)Nc1cccc(C(F)(F)F)c1,,6.42712839779952,5.864079196731751,0.2705953
LVEAXOBLYYBYKV,FC(F)(F)Oc1ccc(Nc2ncnc3c2ccn3CCN2CCOCC2)cc1,CHEMBL1257783,,,0.92266357
OGWDTZBATVFCOT,Cc1ccc(C(=O)NCCNC(=O)c2ccc(-c3ccc4c(N)n[nH]c4c3)cc2)cc1,,5.893373973901802,5.893373973901802,0.6412917
CWILIZPMLKHDKP,COC(=O)NC(C(=O)N1CCN(c2nc(Cl)ncc2Br)CC1)C(C)C,CHEMBL3939233,6.414539270491499,6.414539270491499,0.084222645
FKCRUIWBTDNJFG,CCN1CCN(Cc2ccc(NC(=O)COc3ccc(-c4ccc(NC(C)=O)nc4)cc3)cc2C(F)(F)F)CC1,CHEMBL3805865,6.589243235797613,6.589243235797613,0.9746371
PWFWZBRXWTUXTL,CS(=O)(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,CHEMBL1257190,,,0.3541277
MPIBCTUFGUTVSG,Cc1nc(Nc2ncc(C(=O)NC3CN4CCC3CC4)s2)cc(N2CCN(CCO)CC2)n1,,6.407823242604133,6.407823242604133,0.9946017
SEXVGHCKBMFFSZ,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cncc(N3CCCC3)c2)n1,,6.400116927926312,6.400116927926312,0.9481161
NEVWISPIZUUKHD,FC(F)(F)Oc1ccc(Nc2cc(-c3cnn(Cc4cccnc4)c3)ncn2)cc1,CHEMBL1257897,,,0.9992355
HCPAYDMQUBMGRZ,FC(F)(F)Oc1ccc(Nc2ncnc3c2cnn3Cc2ccccc2)cc1,CHEMBL1258245,,,0.99352056
BPHIFPPYTIJFSP,FC(F)(F)Oc1ccc(Nc2ncnc3c2cnn3C2CCCCC2)cc1,CHEMBL1258131,,,0.9932637
UGGTXZIJVQPZJC,Cc1coc(-c2cncc(-c3ccnc(Nc4cc(NC(=O)c5ccc(CN6CCN(C)CC6)cc5)ccc4C)n3)c2)n1,,6.393618634889395,6.393618634889395,0.9611086
JCSDWWOAIWNEQV,O=C(c1cc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2s1)N1CCNCC1,CHEMBL1257540,,,0.10040708
DRNRCLNUHIQXOJ,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1ccc2ccnn2c1,,6.382999658879101,6.382999658879101,0.37484562
QXCNFNHXEAQNBV,O=C(NCCN1CCOCC1)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,CHEMBL1257424,,,0.97503734
ZYJKIIOWFQYSQR,O=S(=O)(c1ccc2ccccc2c1)N1CCN(c2nc(N3CCOCC3)ncc2Br)CC1,CHEMBL3938136,6.356547323513812,6.356547323513812,0.0008614488
MTQFLGAYNKVAPI,Cc1cc(C#Cc2cnc3cnccn23)cc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)c1,,6.347753658996677,6.347753658996677,0.7389176
VXPRMSHSUFWMNM,Nc1n[nH]c2cccc(-c3ccc(C(=O)NCCNC(=O)c4cccc(C(F)(F)F)c4)cc3)c12,CHEMBL3634541,5.2982552855353315,5.2982552855353315,0.63145983
QTSVCLAUIGSDSU,FC(F)(F)Oc1ccc(Nc2cc(-c3ccncc3)ncn2)cc1,CHEMBL1258924,,,0.79581773
HTSIYFREJKWDOA,NC(=O)c1ccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cc1,CHEMBL1258808,,,0.4715818
XLVMADINVYYTKE,NC(=O)CCn1ccc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc21,CHEMBL1258009,,,0.83288544
BZSOOFCPERGONN,CC(=O)Nc1ccc(-c2cccc(C(=O)N[C@H]3CN[C@@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)c2)cn1,,5.459522695616385,5.459522695616385,0.9995671
ZTVVCFPBVBLXET,Cc1c(F)cncc1-c1cc2cnc(NC(=O)[C@@H]3C[C@@H]3F)cc2n(C)c1=O,,9.098271442175793,8.920818753952375,0.99999964
JKQXKGYDLDAZCA,O=C(Nc1ccc(OC(F)(F)Cl)cc1)C1C=C(C2C=NC=NC2)c2c(nc3n2C[C@@H](O)CC3)C1,,9.42021640338319,9.42021640338319,0.4253992
ZXJIBJCAWIVZKM,Cn1c(CCO)nc2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc(-c3cncnc3)c21,,9.42021640338319,9.42021640338319,0.99992347
SSGOKYCQIAQZAV,Cc1ccc(C(=O)NC2=CC(C3CC3)C(CN3CCN(CCO)CC3)C=C2)cc1C#Cc1cnc2cccnn12,,9.406713932979542,9.406713932979542,0.97011626
UVZNRMKUEHJMJX,N#CCC(=O)Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,,6.100068272012446,6.100068272012446,0.38564935
BQQYXPHRXIZMDM,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL2386594,5.807432546663454,5.807432546663454,0.68904287
NUMDANVMMRMHHS,Cc1ccc(C(=O)NCCNC(=O)c2ccc(-c3cccc4[nH]nc(N)c34)cc2)cc1,,5.785253056635629,5.785253056635629,0.06261465
DMELXOVEWUBBNG,C[C@H](NC(=O)c1ccc(-c2ccc(NC(=O)C(C)(C)C)nc2)cc1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,,6.831470136839737,6.831470136839737,0.98407364
ZLPLPSSLKIOLRR,Cc1noc(C)c1S(=O)(=O)N1CCN(c2nc(Cl)ncc2Br)CC1,CHEMBL3957729,6.251811972993799,6.251811972993799,0.00047260392
GYTPDENASJFHSZ,Nc1n[nH]c2cccc(C#Cc3cccc(C(=O)Nc4cc(CN5CCOCC5)cc(C(F)(F)F)c4)c3)c12,,5.921845085136557,5.921845085136557,0.534345
ZUUQJJCUTUBKKD,CN1CCN(c2ccc(Nc3nc(Nc4ccc(F)c(F)c4)c4ncn(CC5CC5)c4n3)cc2F)CC1,,6.236572006437063,6.236572006437063,0.27138975
UKTICNMOUVEYRR,CCN1CCN(Cc2ccc(NC(=O)Cc3ccc(Oc4ccnc(NC)c4)cc3)cc2C(F)(F)F)CC1,CHEMBL3804952,6.236572006437063,6.236572006437063,0.98751175
VFKWROLEOAAKOY,NS(=O)(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,CHEMBL1258923,,,0.35810658
NOASFNUCHAXHFR,CC(=O)Nc1ccc(-c2cccc(C(=O)N[C@@H](C)C(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)cn1,,5.31740581593645,5.31740581593645,0.9921306
GHOABOFWXUXZRJ,Cc1ccc(NC(=O)c2ccc(CN3CCCN(C)CC3)cc2)cc1-n1cc(-c2cnc3ccnn3c2)cn1,,6.20690839982342,6.20690839982342,0.9999504
FETUXFYRXMNJON,N#CCC(=O)Nc1nc(-c2ccc(Cl)c(Cl)c2)c[nH]1,,5.999970687101047,5.999970687101047,0.41135097
XTAVRPBOWLIGCW,Nc1n[nH]c2cccc(C#Cc3cccc(NC(=O)c4cc(N5CCOCC5)cc(C(F)(F)F)c4)c3)c12,,5.755507603010118,5.755507603010118,0.4504143
RSMXWAAHBXSACS,O=S(=O)(c1ccc(-c2ccccc2)cc1)N1CCN(c2nc(Cl)ncc2Br)CC1,CHEMBL3956666,6.1938200260161125,6.1938200260161125,0.013592926
CCAIGJJHLPYVQD,C[C@H](NC(=O)c1cccc(-c2cncc(C(=O)NCCN(C)C)c2)c1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,,5.905901491720622,5.905901491720622,0.9957748
LHXWTIIFWARQLP,Clc1ccc(C(Cl)Cn2ncc3c(NCc4ccncc4)ncnc32)cc1,CHEMBL1775046,5.214588480237395,5.214588480237395,0.8081733
SPUAKYCGPJOVBW,Nc1n[nH]c2cccc(C#Cc3cccc(NC(=O)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)c12,,6.175874166083451,5.437422085209735,0.88413745
CVUFCAQRTGIGTF,FC(F)(F)Oc1ccc(Nc2ncnc3c2cnn3CC2CCOC2)cc1,CHEMBL1258475,,,0.99466276
NDIUYMHNCUTVGE,CC(C)(C)Nc1c(Nc2ccnc(Nc3ccc(-c4ccncc4)cc3)n2)c(=O)c1=O,CHEMBL2205426,,6.154901959985743,0.65598834
AZTMYWWWILJAKW,N#Cc1ncc2nc1OCCCCOc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2,CHEMBL248757,,6.151195298948196,0.030150354
DGFBDHCOFRXYQX,FC(F)(F)Oc1ccc(Nc2cc(NCCN3CCOCC3)ncn2)cc1,CHEMBL1241934,,,0.9378059
QZMKFYYJKDNZTG,COCCCNC(=O)CCn1ccc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc21,CHEMBL1257900,,,0.9083369
FQRASLPAVXFUEP,COc1ccc(C(=O)Nc2ccc(C)c(-n3cc(-c4cnc5ccnn5c4)cn3)c2)cc1,,6.115204636051019,6.115204636051019,0.99978155
OYONTEXKYJZFHA,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,CHEMBL450786,5.5376020021010435,5.247560770294892,0.084157996
YVLLRTOXLOIJHL,C[C@H](NC(=O)c1ccc(-c2ccc(N)nc2)cc1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,,5.618934668911675,5.618934668911675,0.9853709
FTVLLEIAEUNRNB,CC(=O)Nc1nc(-c2ccc(Cl)c(F)c2)cs1,,5.800108815988357,5.800108815988357,0.006176747
YLDFAQJJCPSUTK,Cn1cnnc1SCC(=O)Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,,6.100179497572904,6.100179497572904,0.9329004
DFVAHUXIKJKRTM,O=C(NC1=NN(c2ccc(Cl)c(Cl)c2)CC1)c1cccnn1,,5.700084217625395,5.700084217625395,0.9877104
PIGRLCPKGBFTPO,Cc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1-n1cc(-c2cnc3ccnn3c2)cn1,,6.094743951251549,6.094743951251549,0.9999293
LERATUINYXNVCF,Cc1c(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cnn1-c1ccccc1,CHEMBL1257779,,,0.9995709
ULSOOODMFMCIIK,Cc1cn(-c2cc(NC(=O)c3cccc(C#Cc4cccc5[nH]nc(N)c45)c3)cc(C(F)(F)F)c2)cn1,,6.834549720166033,6.834549720166033,0.994651
AUHKMKATZQLPOZ,Cc1ccc(NC(=O)c2ccc(/N=N/N(C)CCCl)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL113534,5.415290640699418,5.415290640699418,0.20282903
HGALDAPNHYJZAJ,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,CHEMBL1242754CHEMBL2069959,5.7827155479829,5.7827155479829,0.98556364
UJIAQDJKSXQLIT,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,,5.275724130399211,5.0,0.1906734
JMCVXZQETOMXJG,O=C(c1c(F)cccc1F)N1CCN(c2nc(N3CCOCC3)ncc2Br)CC1,CHEMBL3972893,6.050609993355087,6.050609993355087,0.005771
ZXJCTVGWBHRFOZ,CCNC(=O)c1cc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2s1,CHEMBL1257426,,,0.71755725
NXSJMRCTGYTSTK,CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,6.037157318798758,6.037157318798758,0.33093795
QLLJCRLOGWPOEU,FC(F)(F)c1ccc(Nc2cc(NCCN3CCOCC3)ncn2)cc1,CHEMBL1258473,,,0.09903496
FXTQTTLOLCCIDC,Cc1c(NCCN2CCOCC2)ncnc1Nc1ccc(OC(F)(F)F)cc1,CHEMBL1258583,,,0.95216566
RUDJLSWOUHMLOU,CCc1ccc(C(=O)Nc2cccc(CN3CCN(C)CC3)c2)cc1-c1cccc(-c2cnc3cnccn23)c1,,6.004803708402821,6.004803708402821,0.52242583
HKMTYQNMRIBAHX,C=CC(=O)Nc1ccc(-n2nc3c(=O)[nH]nc(N)c3c2-c2oc3ccc(C)cc3c2C)cc1,,,6.0,0.17532764
VOFXEDHWXBZACG,COc1c(C#Cc2cnc3cnccn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.5463663
QTQAWLPCGQOSGP,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,,5.650514997831991,5.650514997831991,0.021057636
BLTNVYOBZUELAP,CCc1cc2c(cc1N1CCN(CC3(O)CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,CHEMBL3958173,,6.0,0.016095087
ZEKIJJKMJBIZDL,CC(NC(=O)c1ccc2[nH]nc(-c3ccncc3)c2c1)c1cccc(Cl)c1,CHEMBL3798631,,6.0,0.27381986
XLMFBNMLEHYJGT,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,,,6.0,0.6135866
RFDMZDKRTPKABF,Cc1c(C#Cc2cnc3cnc(-c4ccc(N)cc4)cn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(C)(C)C)c1,,,6.0,0.9773332
IDTNHVSQAQYIPW,Cc1cc(-c2n[nH]c3ccc(C(=O)NC(C)c4c(Cl)cncc4Cl)cc23)ccn1,CHEMBL3798257,,6.0,0.9793946
NKNFGGLXRJRSQO,CC(C)c1c(C#Cc2cnc3cnccn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.73011696
ZBQSEEXDFXQFJR,O=C1C[C@H](n2cnc3cc(C(=O)Nc4ccc(OC(F)(F)Cl)cc4)cc(C4C=NC=NC4)c32)CN1,,9.397940008672037,9.397940008672037,0.9977431
AYUNIORJHRXIBJ,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,,5.650514997831991,5.650514997831991,0.018981477
ZBSQPLKGTYVAIB,Cc1c(C#Cc2cnc3cnc(-c4ccc(N)cc4)cn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.9929843
NLFFJXBANCVTJV,Cc1c(C#Cc2cnc3cnc(-c4ccccc4)cn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.9947305
ZNNDCLZKVULOKL,Cc1c(C#Cc2cnc3cnc(-c4ccc(N)cc4)cn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(-c2ccccc2)c1,,,6.0,0.9870165
LTTJGQBDGMNWHJ,COc1cc(C2CN(C(=O)c3cc(COC[C@@H](O)CO)ccn3)C2)ccc1OCc1ccc(C2CC2)cc1,,,6.0,0.0041411454
SHDGEOLPEYTGCG,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3Cl)cc12,,,6.0,0.88564706
FERXSPCVEYOEDT,C[C@@H](Sc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL2442124,,6.0,0.99336326
LRSSMJXTQUVHEA,COc1cc(Nc2nc(NCc3cccc(NC(=O)CCl)c3)n3ccnc3c2C(N)=O)cc(OC)c1,,,6.0,0.33365133
NKTVKMCHRMDFHV,Cc1ccc(-c2nn(CCN3CCN(CCN(C)C)CC3)c3ncnc(N)c23)cc1,,,6.0,0.0033703248
RSWVUHGRSKMXFQ,Cc1ccc(-c2nn(CCN3CCN(C)CC3)c3ncnc(N)c23)cc1,,,6.0,0.0018977273
GXIHBWCRCZNSHX,C=CC(=O)NCc1ccc(-n2nc3c(=O)[nH]nc(N)c3c2-c2oc3ccc(C)cc3c2C)cc1,,,6.0,0.108881004
NJKRMPNUGZAMJN,CN(C)C1CCN(CCn2nc(-c3ccc(CC(=O)OC(C)(C)C)cc3)c3c(N)ncnc32)CC1,CHEMBL3823620,5.530177984021837,6.0,0.020150412
ZWWAORYYDRNKPA,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cncc(-c3cnns3)c2)n1,,,6.0,0.98629993
FPTFYJNFMAFZBH,Cc1ccc(NC(=O)[C@@H]2C[C@H]2CN2CCN(C)CC2)cc1Nc1nccc(-c2cccnc2)n1,,,6.0,0.57130605
IBCGPVVKHZXWNX,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1Cc1ncc(C)o1,,,6.0,0.37732586
DSUHCRCPYFLDMP,Cc1ccc(NC(=O)[C@H]2C[C@@H](CN3CCN(C)CC3)C2)cc1Nc1nccc(-c2cccnc2)n1,,,6.0,0.35939845
ISJXWEABDMMEQE,Cc1ccc(NC(=O)CCCCCN2CCN(C)CC2)cc1Nc1nccc(-c2cccnc2)n1,,,6.0,0.63346046
ABGKHMXASJJJCG,Cc1ccc(NC(=O)C23CC(CN4CCN(C)CC4)(C2)C3)cc1Nc1nccc(-c2cccnc2)n1,,,6.0,0.0040875785
ARNAAOGNMLSYSH,Cc1ccc(NC(=O)CCCCN2CCN(C)CC2)cc1Nc1nccc(-c2cccnc2)n1,,,6.0,0.54972595
KZRDVFBPXXGSPD,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)NC(C)(C)C,CHEMBL3823711,5.025028005701931,5.512514002850965,0.11408272
CPJLXVQIKQTRAU,Cc1ccc(NC(=O)[C@H]2CC[C@H](CN3CCN(C)CC3)CC2)cc1Nc1nccc(-c2cccnc2)n1,,,6.0,0.13685891
CYDVCCLKFOWUEI,Cc1ccc(NC(=O)[C@@H]2CC[C@H](CN3CCN(C)CC3)C2)cc1Nc1nccc(-c2cccnc2)n1,,,6.0,0.17116311
SGYSISXICWCMSQ,NCc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1,,,6.0,0.9998684
ILKDWZKZLIHMFM,CC(C)(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,CHEMBL2069957CHEMBL1231371,5.221848749616356,5.221848749616356,0.8346975
BCOHQASHBXYJGT,Cc1ccc(C(=O)Nc2cc(-c3cnn(C)c3)cc(C(F)(F)F)c2)cc1Nc1cccc(-c2cccnc2)c1,,,6.0,0.9967168
OHNNRNYUHNGDNO,N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,CHEMBL3593777,,6.0,0.022389509
GZICZDHGJFSMNA,Cc1ccc(C(=O)Nc2cc(-c3c(C)noc3C)cc(C(F)(F)F)c2)cc1Nc1cccc(-c2cccnc2)c1,,,6.0,0.7227822
ZZYFAKLENYISHR,Cc1cn(-c2cc(C#Cc3ccc(C)c(Nc4cc(-c5cccnc5)ccn4)c3)cc(C(F)(F)F)c2)cn1,,,6.0,0.9795442
OZOKZDVHRZAGBG,Cc1ccc(C#Cc2cc(-c3cnn(C)c3)cc(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,,,6.0,0.99820995
VLMKCNWONIOSJW,Cc1ccc(C#Cc2cc(-c3cnn(C)c3)cc(C(F)(F)F)c2)cc1Nc1cc(-c2cccnc2)ccn1,,,6.0,0.98484695
RYRJMKWBLGRMAT,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(C#Cc4cnc(N5CCCC5)nc4)c3)cc(C(F)(F)F)c2)cn1,CHEMBL3605780,,6.0,0.99786806
PVPJMPRHPVKUSA,Cc1ccc(C(=O)Nc2cc(-c3c(C)noc3C)cc(C(F)(F)F)c2)cc1Nc1cc(-c2cccnc2)ccn1,,,6.0,0.7415938
MVEPUIKRHLGIQP,CNCc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1,,,6.0,0.9997701
DNKREGROOBCZDV,CC(C)NCc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1,,,6.0,0.99990463
RZHGUQDMTOEBKK,CN(C)Cc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1,,,6.0,0.99952126
UUDFCSFWOWQYIU,Cc1ccc(C(=O)Nc2cc(-c3cnn(C)c3)cc(C(F)(F)F)c2)cc1Nc1cc(-c2cnc3ccccc3c2)ccn1,,,6.0,0.99708956
UOZVHXDIRMGAFL,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4cc(-c5cnc6ccccc6c5)ccn4)c3)cc(C(F)(F)F)c2)cn1,,,6.0,0.9958954
YFPYQMFBXQUNHH,Cn1cc(-c2cnc(Nc3cccc(Cn4nc(-c5cnn(C)c5)ccc4=O)c3)nc2)cn1,CHEMBL3759079,,6.0,0.96365523
TXHCXRCHSIVMSN,CC(C)n1cc(C(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,,,6.0,0.17978035
QDAZJEMOLDXXHE,N#CCC(=O)Nc1nc(-c2ccc(Cl)c(Cl)c2)ns1,,5.7500190672019045,5.7500190672019045,0.34007388
WMIAPCITBFHJBA,Cc1ccc(C(=O)Nc2cc(F)cc(-c3cnn(C)c3)c2)cc1Nc1cc(-c2cccnc2)ccn1,,,6.0,0.5838061
WFHMWBUUXCZBDM,Cc1ccc(C(=O)Nc2cc(-c3cnn(C)c3)cc(C3CC3)c2)cc1Nc1cc(-c2cccnc2)ccn1,,,6.0,0.5093949
LVDGTWYHGXQRAR,COc1ccc(-c2cc(F)cc(NC(=O)c3ccc(C)c(Nc4cc(-c5cccnc5)ccn4)c3)c2)cc1,,,6.0,0.17586708
XSZFOXMZLHBTKW,Cc1ccc(C(=O)Nc2ccc(-c3cnn(C)c3)c(C(F)(F)F)c2)cc1Nc1cc(-c2cccnc2)ccn1,,,6.0,0.8878338
