skel,smi,chembl,pAct_exact,pAct_any,pred
UHKVKUBDTDSLLN,Cc1ncc(NC(=O)CN2CCC3(CC3)C2)cc1NC(=O)c1cnn2cc(-c3cnn4c3COCC4)sc12,,9.234260541478871,9.234260541478871,0.99999356
SYVQGBFGTZNAMW,Cc1ncc(NC(=O)CN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cn(C)nc3C)sc12,,9.221848749616356,9.221848749616356,0.9979095
YWHRAYXQOPNLOU,Cc1ncc(NC(=O)OC[C@@H]2CCCN2C)cc1NC(=O)c1cnn2cc(-c3cccc4c3cnn4C)sc12,,9.1419983281826,9.1419983281826,0.99055976
GTMZZTZAWOWRIA,COc1ncccc1-c1cn2ncc(C(=O)Nc3cc(C(=O)NCCN4CC(C)(C)C4)cnc3C)c2s1,,9.261439372640169,9.261439372640169,0.9776985
WVDXRPSACAMOHV,Cc1ncc(NC(=O)CNC2CCCC2)cc1NC(=O)c1cnn2cc(-c3cnn4c3OCCC4)sc12,,9.198970004336019,9.198970004336019,0.9992817
DWWGMJKYTUHGHI,Cc1ncc(NC(=O)CNC2CCCC2)cc1NC(=O)c1cnn2cc(-c3cnn4c3CCC4)sc12,,9.328788659588897,9.328788659588897,0.9994167
NHNSGXJOLDUAPG,COc1ncccc1-c1cn2ncc(C(=O)Nc3cc(NC(=O)OC[C@@H]4CCCN4C)cnc3C)c2s1,,9.221848749616356,9.221848749616356,0.9698986
WRVJJQONQSKWPP,Cn1cc(Nc2ncc3c(Nc4cc(C(=O)NCCN5CCC(F)(F)CC5)ccc4F)nn(C)c3n2)cn1,,9.374789998845554,9.374789998845554,0.7787701
QIXNMKOBZPRMGF,Cn1cc(Nc2ncc3c(Nc4cc(C(=O)NCCN5CCCC5(C)C)ccc4F)nn(C)c3n2)cn1,,9.292513326014591,9.292513326014591,0.93177986
HZBJLBLQXNBGNC,Cc1ncc(NC(=O)CN2CCC23CCC3)cc1NC(=O)c1cnn2cc(-c3ccnc(N4CCOCC4)c3)sc12,,9.27642098432889,9.27642098432889,0.93117034
ATRXMCMKLRXLJE,Cc1ncc(NC(=O)C2CN(C(C)C)C2)cc1NC(=O)c1cnn2cc(-c3cn(C)nc3C)sc12,,9.032750774378215,9.032750774378215,0.98642796
WVWKBCPJHILINI,Cc1ncc(C(=O)NCCN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cnn4c3CCC4)sc12,,9.247425010840047,9.247425010840047,0.9990269
NYRKSPZLEAZTPG,Cc1ncc(C(=O)NCCN2CC3CCC2CC3)cc1NC(=O)c1cnn2cc(-c3cnn(C4CC4)c3)sc12,,9.168621084159213,9.168621084159213,0.999323
LTKWGRWKEQSWBK,CC[C@H]1CN(CC(=O)Nc2cnc(C)c(NC(=O)c3cnn4cc(-c5cccnc5OC)sc34)c2)CCO1,,9.292513326014591,9.292513326014591,0.9931058
URVPFWYMTNHEMU,Cc1ncc(NC(=O)CN2C[C@H](C)O[C@@H](C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C4CC4)c3)sc12,,8.748786440007784,8.748786440007784,0.99990153
QYLKTRIWQBILAN,Cc1cc(C(=O)NCCN2CC3COCC3C2)sc1Nc1nn(C)c2nc(Nc3cnn(C)c3)ncc12,,8.603034996613658,8.603034996613658,0.8022426
JNUDOFLVZPRGCN,Cc1ncc(C(=O)NCCN(C)C2CCOCC2)cc1Nc1nn(C)c2nc(Nc3cncnc3)ncc12,,8.602512127974434,8.602512127974434,0.5921123
FQFULLGWBLSUOS,Cc1cc(C(=O)NCCN2CCC[C@@H]2C)sc1Nc1nn(C)c2nc(Nc3cnn(C)c3)ncc12,,8.60015745454545,8.60015745454545,0.34063333
YUNDHHVOWSGWSM,Cc1ncc(C(=O)NCCN2CCC(F)(F)CC2)cc1Nc1nn(C)c2nc(Nc3cncnc3)ncc12,,8.834286351739628,8.834286351739628,0.7710054
MYSFHXDBVUVQBN,Cc1ncc(C(=O)NCCN2CCCC[C@@H]2C)cc1Nc1nn(C)c2nc(Nc3cncnc3)ncc12,,8.721607608846487,8.721607608846487,0.7975448
NKFDHXHOXXURFC,CC(=O)Nc1cncc(Nc2ncc3c(Nc4cc(C(=O)NCCN5CCCC5(C)C)cnc4C)nn(C)c3n2)c1,,8.704802026407993,8.704802026407993,0.8132536
JFUIGPDLBYXUOO,Cc1ncc(C(=O)NCCN2CCC[C@@H]2C)cc1Nc1nn(C)c2nc(Nc3cncnc3)ncc12,,8.667491087293763,8.667491087293763,0.8059535
YGVVOAWQFRGJKG,Cc1ncc(C(=O)NCCN2CCCC2(C)C)cc1Nc1nn(C)c2nc(Nc3ccc(=O)[nH]c3)ncc12,,8.747696614679022,8.747696614679022,0.9954703
YQOUEMDQSFXZLK,Cc1ncc(C(=O)NCCN2C[C@H](C)O[C@@H](C)C2)cc1Nc1nn(C)c2nc(Nc3cnn(C)c3)ncc12,,8.768950809432422,8.768950809432422,0.96938276
IYWXIGYKAPFSSU,Cc1ncc(NC(=O)CN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(CC#N)c3)sc12,,8.554789490599543,8.554789490599543,0.9950837
GNBWSJPDFWHXCJ,Cc1ncc(C(=O)NCCN2CCC3(CC3)C2)cc1NC(=O)c1cnn2cc(-c3cccnc3)sc12,,8.410224104417406,8.410224104417406,0.99210244
LGDPANUYHKAVDR,Cc1ncc(NC(=O)CN2CCCCC23COC3)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.667679012221937,8.667679012221937,0.9769344
NPHIIGNDTXJEBR,Cc1ncc(C(=O)NCCN2CCCC2)cc1NC(=O)c1cnn2cc(-c3cnn(CCC(O)CO)c3)sc12,,8.468709007885918,8.468709007885918,0.9798707
LNFGUYPPLUOFLB,COC1CN(CC(=O)Nc2cnc(C)c(NC(=O)c3cnn4cc(-c5cn(C)nc5C)sc34)c2)C1,,8.430217866912075,8.430217866912075,0.9994087
FABUASFIDHUSGJ,COCCn1cc(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CCN5CCCC5C(C)C)cnc4C)c3s2)cn1,,8.556754637413759,8.556754637413759,0.9808498
AYBOWQCHKIUJGU,COCCn1cc(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CCC5CCCN5C)cnc4C)c3s2)cn1,,8.485105264584073,8.485105264584073,0.9777654
CDSFTGGEFPPKHT,Cc1ncc(NC(=O)CN2CCC3(CCCO3)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.699513552156626,8.699513552156626,0.99638426
DWSBWZAHIIUXQW,CC[C@@H]1CN(CC(=O)Nc2cnc(C)c(NC(=O)c3cnn4cc(-c5cnn(C)c5)sc34)c2)CCO1,,8.869964306007462,8.869964306007462,0.9965681
LVHQUCXSKAHNDL,Cc1ncc(NC(=O)CN2CCCC23COC3)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.620544053801012,8.620544053801012,0.96514434
INUFMTIQMSTBNB,Cc1ncc(C(=O)NCCN2CCCC23CC3)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.547102059816066,8.547102059816066,0.978629
AYESLGCUUOASTJ,COc1cc(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CN5CC(C)(C)C5)cnc4C)c3s2)c(OC)nn1,,8.723665891943902,8.723665891943902,0.99347574
WKIHYYXBZMKSFS,Cc1ncc(NC(=O)CN2CCCC3(COC3)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.7508447231052,8.7508447231052,0.9986076
LXIXBBJMAPJISB,Cc1ncc(NC(=O)CN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.610201754371086,8.610201754371086,0.9929096
URKQWHXBODKCSG,Cc1ncc(NC(=O)CN2CCc3ccncc3C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,9.020479303839453,9.020479303839453,0.9970356
AXHBQJJVWDLQNV,Cc1ncc(NC(=O)CCC2CCCN2C)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.48940535046503,8.48940535046503,0.97497386
NFVDUSPFWXFFRV,Cc1ncc(NC(=O)CN2CCCC2(C)C)cc1NC(=O)c1cnn2cc(-c3cccn(CCF)c3=O)sc12,,8.597930283832325,8.597930283832325,0.9896367
DIGMVRXRNXIXQT,Cc1ncc(NC(=O)C[C@@H]2CCCN2C(C)C)cc1NC(=O)c1cnn2cc(-c3cccnc3O)sc12,,8.482285130907727,8.482285130907727,0.9654066
NRCVSLAROLRIGS,Cc1ncc(NC(=O)CN2CCC3(CCOC3)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.765826334793921,8.765826334793921,0.99801457
XXFMSLHZMYJYPW,Cc1ncc(C(=O)NCCN2CCCC2(C)C)cc1Nc1nn(C)c2nc(Nc3cncnc3)ncc12,,8.77642098432889,8.77642098432889,0.9019926
NWNLRKWTLBJDDN,Cc1ncc(NC(=O)CN2CCC3(CC3)C2)cc1NC(=O)c1cnn2cc(-c3cnn(CCO)c3)sc12,,8.70726963524575,8.70726963524575,0.99864656
ZAEYCTQNZFQPAI,Cc1ncc(NC(=O)CN(C)C2CCOCC2)cc1NC(=O)c1cnn2cc(-c3cnn(C(F)F)c3)sc12,,8.512284095745368,8.512284095745368,0.98366505
CYBUZDCTGGLXFS,Cc1ncc(NC(=O)CN(C)C2CCOCC2)cc1NC(=O)c1cnn2cc(-c3cnn(C(C)C#N)c3)sc12,,8.610201754371086,8.610201754371086,0.9959928
OKIATBOMPSKGLM,Cc1ncc(NC(=O)CN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3c(C)nn(C4COC4)c3C)sc12,,8.661196523639752,8.661196523639752,0.9996413
PLPFRGXXOGRVHJ,Cc1ncc(NC(=O)CN2CCCC[C@H]2C)cc1NC(=O)c1cnn2cc(-c3cnn(CCO)c3)sc12,,8.400534065033895,8.400534065033895,0.9969848
SZDXNUNXOIPCCY,COCCn1cc(-c2cn3ncc(C(=O)Nc4cc(C(=O)NCCN5CC(C)(C)C5)cnc4C)c3s2)cn1,,8.505943579865825,8.505943579865825,0.9926785
XWWKLSRTSZABAV,COCCn1cc(Nc2ncc3c(Nc4cc(C(=O)NCCN5CCCC5(C)C)cnc4C)nn(C)c3n2)cn1,,8.748649912344717,8.748649912344717,0.71214586
JMGCDJNFHYFXDK,Nc1nccc(COc2cc(Cl)c3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)c1Cl,,5.385735712641295,4.9543072289608165,0.27900088
GQRSPKROPVSPLH,Cc1ncc(C(=O)NCCC2CCCCC2)cc1Nc1nn(C)c2nc(Nc3ccc(CC(=O)O)cc3)ncc12,,8.869487583003801,8.869487583003801,0.88932955
YVKDKYFODCSEDI,Cc1ncc(C(=O)NCCC2CCCCC2)cc1Nc1nn(C)c2nc(Nc3ccnc(N4CCN(CCO)CC4)c3)ncc12,,8.761222333900509,8.761222333900509,0.9798085
PFBDKESSUYVZCR,Cc1ncc(C(=O)NCCC2CCCCC2)cc1Nc1nn(C)c2nc(Nc3ccc(N4CCNCC4)nc3)ncc12,,8.752922702990778,8.752922702990778,0.9895788
QFXMHVRSFMYVSQ,COC(=O)C1(c2cccc(Nc3ncc4c(Nc5cc(C(=O)NCCN6CCCC6(C)C)cnc5C)nn(C)c4n3)c2)CC1,,8.644729776033351,8.644729776033351,0.8585815
OTFQYGQOSGENME,Cc1ncc(NC(=O)CN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3c(C)noc3C)sc12,,8.505275091166654,8.505275091166654,0.98324734
KIEXYZWDHFLBMF,Cc1ncc(NC(=O)CN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C(F)F)c3)sc12,,8.42943195493963,8.42943195493963,0.9833294
DXPVDTBCSZZBDD,Cc1ncc(NC(=O)CN2CCC[C@H]2C)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.488785814407256,8.488785814407256,0.99364215
UTCHJYQARYGRJA,COc1ccncc1-c1cn2ncc(C(=O)Nc3cc(NC(=O)CN4C[C@H](C)O[C@@H](C)C4)cnc3C)c2s1,,8.703356966489771,8.703356966489771,0.998611
VZPGVYDGSQFULC,COCC1CCCN1CC(=O)Nc1cnc(C)c(NC(=O)c2cnn3cc(-c4cnn(C)c4)sc23)c1,,8.529741757533717,8.529741757533717,0.9910471
ZORDRICYIVWNFN,CC(=O)Nc1cncc(-c2cn3ncc(C(=O)Nc4cc(C(=O)NCCN5CC6CCC5CC6)cnc4C)c3s2)c1,,8.6290304611354,8.6290304611354,0.99364483
WMUYSSAWMXVTMX,COCCn1nc(C)c(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CCN5CCC6(CC6)C5)cnc4C)c3s2)c1C,,8.581205780882243,8.581205780882243,0.9992465
KPHOGEZTEFHQSE,Cc1ncc(NC(=O)CN2C[C@@H](CO)OC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.674360993000928,8.674360993000928,0.99735045
VFXWNZQBFPRPSG,Cc1ncc(NC(=O)CN2C[C@@H](CO)O[C@@H](C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.544154920623068,8.544154920623068,0.9983078
HYYYRPYLIGSMOA,COc1ncccc1-c1cn2ncc(C(=O)Nc3cc(NC(=O)CN4CCC4)cnc3C)c2s1,,8.376258869661473,8.376258869661473,0.98847115
KRTBTLKKBRBPRX,Cc1ncc(NC(=O)CN2CCc3scnc3C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.503502450784328,8.503502450784328,0.99974436
RUUMKXMDWPJGCL,COCCn1cc(-c2cn3ncc(C(=O)Nc4cc(NC(=O)C[C@@H]5CCCN5C(C)C)cnc4C)c3s2)cn1,,8.445042068488103,8.445042068488103,0.9926918
BCUASRIPECYWTD,COCCn1cc(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CN5CC[C@@H](C)C5)cnc4C)c3s2)cn1,,8.544154920623068,8.544154920623068,0.99739504
MJCFUEDFMCIISD,Cc1ncc(C(=O)NCCN2CCCC2(C)C)cc1Nc1nn(C)c2nc(Nc3cncc(C(N)=O)c3)ncc12,,8.638683038733094,8.638683038733094,0.6948066
BWOKDCFOTRDRPS,COCCn1cc(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CN5CCC[C@@H]5C)cnc4C)c3s2)cn1,,8.557319389984244,8.557319389984244,0.9963492
BWQQDZGOWFFYHY,Cc1ncc(NC(=O)CN2C[C@H](C)O[C@@H](C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,9.309894379144197,9.309894379144197,0.99824846
USVFCVANPWHBJS,Cc1ncc(NC(=O)CN2CCOCC2(C)C)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.594212497064703,8.594212497064703,0.9795583
QZGORIASNWLHDX,COC(=O)C(C)(C)c1cccc(Nc2ncc3c(Nc4cc(C(=O)NCCN5CCCC5(C)C)cnc4C)nn(C)c3n2)c1,,8.700659450546418,8.700659450546418,0.9323654
UHZGSGRLSICTSJ,Cc1cc(C(=O)NCCN2CCCOCC2)sc1Nc1nn(C)c2nc(Nc3cnn(C)c3)ncc12,,8.499068268653739,8.499068268653739,0.120281845
KEMGWYRPIVFLCE,Cn1nc(Nc2cc(C(=O)NCCN3CCCC3(C)C)ccc2F)c2cnc(Nc3cncnc3)nc21,,8.55311911897103,8.55311911897103,0.65397096
VGVKYBHOVCCQFA,Cc1ncc(C(=O)NCCN2C[C@H](C)O[C@@H](C)C2)cc1Nc1nn(C)c2nc(Nc3cncnc3)ncc12,,8.548237967764369,8.548237967764369,0.8907396
NJLPZNCMJGAVRO,Cc1ncc(C(=O)NCCN2[C@H](C)CCC[C@@H]2C)cc1Nc1nn(C)c2nc(Nc3cncnc3)ncc12,,8.560595533820397,8.560595533820397,0.80229825
PEVPDXLANKUEOV,Cc1ncc(C(=O)NCCN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cccnc3)sc12,,8.2669370647909,8.2669370647909,0.97806156
QMUFZCWXOBIBBD,Cc1ncc(NC(=O)CN2CCOCC23CC3)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.414136773173384,8.414136773173384,0.9455524
IOEABLZYKYXGTJ,Cc1ncc(NC(=O)CN2CCC[C@@H]2C)cc1NC(=O)c1cnn2cc(-c3cnn(CCO)c3)sc12,,8.504165496310026,8.504165496310026,0.9970958
LJOZJMHGVDZIEU,Cc1ncc(NC(=O)CN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(CC(N)=O)c3)sc12,,8.454518461702135,8.454518461702135,0.98925155
HXOXPTCDFQUNAC,COCCn1cc(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CCN5CC(C)(C)C5)cnc4C)c3s2)cn1,,8.290932250787383,8.290932250787383,0.9734318
DBLFGYMXMKKOFH,COCCN(CCNC(=O)c1cnc(C)c(NC(=O)c2cnn3cc(-c4cnn(C)c4)sc23)c1)CCOC,,8.391653200415123,8.391653200415123,0.98482496
KEIISEMCEBDAFV,Cc1ncc(NC(=O)CN2Cc3ncsc3C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.548183741957882,8.548183741957882,0.99980503
JPSWGGSQCYQOTK,CCc1ncccc1-c1cn2ncc(C(=O)Nc3cc(NC(=O)CN4CC(C)(C)C4)cnc3C)c2s1,,8.390469833775569,8.390469833775569,0.9984456
GSZFEVQHOLXFAM,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,,,,0.007132054
ZGAIQKMSOMVUIS,CN(C)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,,,,0.009027755
OYWFWQBUOPFTNQ,CN(C)CCCN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,,,,0.0143206315
NIWMAVIWPDWZBX,CN(C)CC(C)(C)CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,,,,0.027962763
QWSXYDHQEJLBGK,Nc1nc2nc(NCCCN3CCOCC3)ncc2cc1-c1c(Cl)cccc1Cl,,,,0.0075733266
WSSJKHLJMUNFKY,CC1CCCCN1CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,,,,0.023156442
WLWCBZRYDSFGTG,CCN(CC)CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,,,,0.008895584
UKNJCSLSBCLQMO,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(N)nc3n2)CC1,,,,0.028097712
FWYMISSETOHXDI,Cc1ncc(C(=O)NCCN2CCCC2)cc1NC(=O)c1cnn2cc(-c3cn(C)nc3C(F)(F)F)sc12,,8.358688943560969,8.358688943560969,0.9866894
ZWXWMDDASILELT,Cc1ncc(NC(=O)CN2CCOCC23CCC3)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.644941317444092,8.644941317444092,0.9526015
DNBYEEDTWQIFAQ,Cc1ncc(NC(=O)CN(C)C2CCOCC2)cc1NC(=O)c1cnn2cc(-c3cnn(CS(C)(=O)=O)c3)sc12,,8.619788758288394,8.619788758288394,0.997072
UBSHEAPAWFDYJM,Cc1ncc(C(=O)NCCN2CCCC2(C)C)cc1NC(=O)c1cnn2cc(-c3cnn(CCC(O)CO)c3)sc12,,8.5972495709208,8.5972495709208,0.99550015
LRNJDSRLFXASRX,CC[C@@H]1CN(CCNC(=O)c2cnc(C)c(Nc3nn(C)c4nc(Nc5ccnc(N6CCC(CCO)CC6)c5)ncc34)c2)CCO1,,8.597181616847031,8.597181616847031,0.9685458
WOLQJMWYUJKKAP,Cc1ncc(C(=O)NCCN2CCCC23CC3)cc1Nc1nn(C)c2nc(Nc3cncnc3)ncc12,,8.632520119363777,8.632520119363777,0.9638603
FKMBDFMQICDHAE,Cc1ccc(-c2cn3ncc(C(=O)Nc4cc(C(=O)NCCN5CCCC5(C)C)cnc4C)c3s2)cn1,,8.926935982160881,8.926935982160881,0.989389
WRLNQXYTNCTHQG,Cc1ncc(C(=O)NCCN2CCCC23COC3)cc1NC(=O)c1cnn2cc(-c3c(C)nn(C)c3C)sc12,,8.580575454631372,8.580575454631372,0.9954587
GEXMSWHQNDVGMW,Cc1ncc(NC(=O)CN2C[C@H](C)O[C@@H](C)C2)cc1NC(=O)c1cnn2cc(-c3ccc[nH]c3=O)sc12,,8.49783931310868,8.49783931310868,0.9952436
UWSFTVYJZIOBDI,Cc1ncc(NC(=O)CN2CC3CC(C2)O3)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.254319153082864,8.254319153082864,0.9979024
GPBJHOBBGWSJJL,Cc1ncc(NC(=O)CN2CCOC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.622062572163754,8.622062572163754,0.9961201
BXDDMURNJAXWDS,Cc1ncc(C(=O)NCCN2CC(C)(C)C2)cc1NC(=O)c1cnn2cc(-c3ccncc3)sc12,,8.202251889087213,8.202251889087213,0.9768325
DEXLTAUZLJPLCP,COc1ncccc1-c1cn2ncc(C(=O)Nc3cc(NC(=O)CN4CCCC5(CC5)C4)cnc3C)c2s1,,9.34948500216801,9.34948500216801,0.9973532
CQCGEEBBQHYINQ,Cc1ncc(NC(=O)CN2CCc3cccnc3C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.368774455134785,8.368774455134785,0.9968516
BBWSJTGOHGIPGB,Cc1ncc(NC(=O)CN2CCc3ncsc3C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.451544993495972,8.451544993495972,0.9996171
DZBKDTXCXLTVPO,COCCn1nc(C)c(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CCN5CC6CCC(C5)O6)cnc4C)c3s2)c1C,,8.943028323846582,8.943028323846582,0.9986218
FCRJVOAQQHUOBX,Cc1ncc(NC(=O)CN2CCOC[C@@H]2C)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.426935982160881,8.426935982160881,0.9922306
OFGQSTDRHAHRIV,CNC(=O)c1cc(-c2cn3ncc(C(=O)Nc4cc(NC(=O)CN5CC(C)(C)C5)cnc4C)c3s2)ccn1,,8.334793113325404,8.334793113325404,0.9954281
ZHEXXVKYXJHEJL,Cc1ncc(NC(=O)CN2CCc3c(cnn3C)C2)cc1NC(=O)c1cnn2cc(-c3cnn(C)c3)sc12,,8.483288122256525,8.483288122256525,0.99999166
MBIFIHFPAPQRON,COCC1CN(CC(=O)Nc2cnc(C)c(NC(=O)c3cnn4cc(-c5cnn(C)c5)sc34)c2)CC(C)(C)O1,,8.55395269865476,8.55395269865476,0.99701154
